date,ticker,open,high,low,close,adjusted,returns,volume
2020-01-02,IXIC,9039.459961,9093.429688,9010.889648,9092.19043,9092.19043,,2862700000
2020-01-03,IXIC,8976.429688,9065.759766,8976.429688,9020.769531,9020.769531,-0.007855192,2586520000
2020-01-06,IXIC,8943.5,9072.410156,8943.5,9071.469727,9071.469727,0.005620385,2810450000
2020-01-07,IXIC,9076.639648,9091.929688,9042.549805,9068.580078,9068.580078,-0.000318542,2381740000
2020-01-08,IXIC,9068.030273,9168.889648,9059.379883,9129.240234,9129.240234,0.006689047,2472620000
2020-01-09,IXIC,9202.269531,9215.950195,9158.5,9203.429688,9203.429688,0.008126575,2540960000
2020-01-10,IXIC,9232.950195,9235.200195,9164.660156,9178.860352,9178.860352,-0.002669585,2382900000
2020-01-13,IXIC,9213.719727,9274.490234,9193.05957,9273.929688,9273.929688,0.010357423,2536820000
2020-01-14,IXIC,9270.610352,9298.330078,9226.490234,9251.330078,9251.330078,-0.002436897,2553160000
2020-01-15,IXIC,9253.759766,9298.820313,9231.139648,9258.700195,9258.700195,0.000796655,2443220000
2020-01-16,IXIC,9313.450195,9357.919922,9301.320313,9357.129883,9357.129883,0.010631048,2312110000
2020-01-17,IXIC,9392.370117,9393.480469,9346.80957,9388.94043,9388.94043,0.003399605,2542540000
2020-01-21,IXIC,9361.070313,9397.580078,9350.200195,9370.80957,9370.80957,-0.001931087,2686610000
2020-01-22,IXIC,9413.610352,9439.290039,9375.129883,9383.769531,9383.769531,0.001383014,2454580000
2020-01-23,IXIC,9377.719727,9409.200195,9334.129883,9402.480469,9402.480469,0.001993968,2465850000
2020-01-24,IXIC,9446.209961,9451.429688,9273.230469,9314.910156,9314.910156,-0.009313533,2622970000
2020-01-27,IXIC,9092.459961,9185.450195,9088.040039,9139.30957,9139.30957,-0.01885156,2593910000
2020-01-28,IXIC,9201.820313,9288.870117,9182.330078,9269.679688,9269.679688,0.014264767,2169020000
2020-01-29,IXIC,9318.259766,9329.120117,9249.040039,9275.160156,9275.160156,0.000591225,2234620000
2020-01-30,IXIC,9211.150391,9303,9185.179688,9298.929688,9298.929688,0.002562708,2345370000
