Date,Ticker,Open,High,Low,Close,Adjusted,Returns,Volume
2020-01-02,DJI,28638.970703125,28872.80078125,28627.76953125,28868.80078125,28868.80078125,,251820000
2020-01-03,DJI,28553.330078125,28716.310546875,28500.359375,28634.880859375,28634.880859375,-0.008102862451665471,239590000
2020-01-06,DJI,28465.5,28708.01953125,28418.630859375,28703.380859375,28703.380859375,0.002392187358362108,252760000
2020-01-07,DJI,28639.1796875,28685.5,28565.279296875,28583.6796875,28583.6796875,-0.00417028128015462,258900000
2020-01-08,DJI,28556.140625,28866.1796875,28522.509765625,28745.08984375,28745.08984375,0.005646934125160374,291750000
2020-01-09,DJI,28851.970703125,28988.009765625,28844.310546875,28956.900390625,28956.900390625,0.007368581835240029,275060000
2020-01-10,DJI,28977.51953125,29009.0703125,28789.099609375,28823.76953125,28823.76953125,-0.0045975521405634545,237830000
2020-01-13,DJI,28869.009765625,28909.91015625,28819.4296875,28907.05078125,28907.05078125,0.0028893254197619456,249830000
2020-01-14,DJI,28895.5,29054.16015625,28872.26953125,28939.669921875,28939.669921875,0.0011284146858094868,287440000
2020-01-15,DJI,28901.80078125,29127.58984375,28897.349609375,29030.220703125,29030.220703125,0.0031289500362114975,260270000
2020-01-16,DJI,29131.94921875,29300.3203125,29131.94921875,29297.640625,29297.640625,0.009211777086014727,252110000
2020-01-17,DJI,29313.310546875,29373.619140625,29289.91015625,29348.099609375,29348.099609375,0.0017222883241985176,321820000
2020-01-21,DJI,29269.05078125,29341.2109375,29146.470703125,29196.0390625,29196.0390625,-0.005181274048368878,320640000
2020-01-22,DJI,29263.630859375,29320.19921875,29172.259765625,29186.26953125,29186.26953125,-0.0003346183785096768,283440000
2020-01-23,DJI,29111.01953125,29190.470703125,28966.98046875,29160.08984375,29160.08984375,-0.0008969864227412749,307060000
2020-01-24,DJI,29230.390625,29288.7890625,28843.310546875,28989.73046875,28989.73046875,-0.005842210223385602,380010000
2020-01-27,DJI,28542.490234375,28671.7890625,28440.470703125,28535.80078125,28535.80078125,-0.01565829278714137,337270000
2020-01-28,DJI,28594.279296875,28823.23046875,28575.75,28722.849609375,28722.849609375,0.006554882743921686,330140000
2020-01-29,DJI,28820.529296875,28944.240234375,28728.189453125,28734.44921875,28734.44921875,0.0004038460505400021,302290000
2020-01-30,DJI,28640.16015625,28879.7109375,28489.759765625,28859.439453125,28859.439453125,0.004349839226897023,326850000
