Date,Ticker,Open,High,Low,Close,Adjusted,Returns,Volume
2020-01-02,GSPC,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3257.85009765625,,3459930000
2020-01-03,GSPC,3226.360107421875,3246.14990234375,3222.340087890625,3234.85009765625,3234.85009765625,-0.007059870562045378,3484700000
2020-01-06,GSPC,3217.550048828125,3246.840087890625,3214.639892578125,3246.280029296875,3246.280029296875,0.0035333728907271933,3702460000
2020-01-07,GSPC,3241.860107421875,3244.909912109375,3232.429931640625,3237.179931640625,3237.179931640625,-0.0028032386528962228,3435910000
2020-01-08,GSPC,3238.590087890625,3267.070068359375,3236.669921875,3253.050048828125,3253.050048828125,0.004902451368978156,3726840000
2020-01-09,GSPC,3266.030029296875,3275.580078125,3263.669921875,3274.699951171875,3274.699951171875,0.006655262605488987,3641230000
2020-01-10,GSPC,3281.81005859375,3282.989990234375,3260.860107421875,3265.35009765625,3265.35009765625,-0.002855178689662563,3214580000
2020-01-13,GSPC,3271.1298828125,3288.1298828125,3268.429931640625,3288.1298828125,3288.1298828125,0.006976215252569862,3459390000
2020-01-14,GSPC,3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3283.14990234375,-0.001514532772802224,3687620000
2020-01-15,GSPC,3282.27001953125,3298.659912109375,3280.68994140625,3289.2900390625,3289.2900390625,0.0018701968845122874,3721490000
2020-01-16,GSPC,3302.969970703125,3317.110107421875,3302.820068359375,3316.81005859375,3316.81005859375,0.00836655302646827,3540580000
2020-01-17,GSPC,3323.659912109375,3329.8798828125,3318.860107421875,3329.6201171875,3329.6201171875,0.003862162248501333,3726220000
2020-01-21,GSPC,3321.030029296875,3329.7900390625,3316.610107421875,3320.7900390625,3320.7900390625,-0.0026519776473655776,4104840000
2020-01-22,GSPC,3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3321.75,0.0002890760711180551,3623780000
2020-01-23,GSPC,3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3325.5400390625,0.0011409766124783616,3766710000
2020-01-24,GSPC,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,3295.469970703125,-0.009042160974207403,3708780000
2020-01-27,GSPC,3247.159912109375,3258.85009765625,3234.5,3243.6298828125,3243.6298828125,-0.015730711659182384,3831050000
2020-01-28,GSPC,3255.35009765625,3285.780029296875,3253.219970703125,3276.239990234375,3276.239990234375,0.010053584595046017,3531570000
2020-01-29,GSPC,3289.4599609375,3293.469970703125,3271.889892578125,3273.39990234375,3273.39990234375,-0.0008668741908683941,3600250000
2020-01-30,GSPC,3256.449951171875,3285.909912109375,3242.800048828125,3283.659912109375,3283.659912109375,0.003134358792605374,3790350000
2020-01-31,GSPC,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,3225.52001953125,-0.01770582037552626,4529700000
2020-02-03,GSPC,3235.659912109375,3268.43994140625,3235.659912109375,3248.919921875,3248.919921875,0.007254613892351713,3760460000
2020-02-04,GSPC,3280.610107421875,3306.919921875,3280.610107421875,3297.590087890625,3297.590087890625,0.014980414164082134,3996900000
2020-02-05,GSPC,3324.909912109375,3337.580078125,3313.75,3334.68994140625,3334.68994140625,0.01125059589785371,4121480000
2020-02-06,GSPC,3344.919921875,3347.9599609375,3334.389892578125,3345.780029296875,3345.780029296875,0.003325672876785646,3887250000
2020-02-07,GSPC,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3327.7099609375,-0.005400853672730133,3733920000
2020-02-10,GSPC,3318.280029296875,3352.260009765625,3317.77001953125,3352.090087890625,3352.090087890625,0.007326397804890528,3462730000
2020-02-11,GSPC,3365.8701171875,3375.6298828125,3352.719970703125,3357.75,3357.75,0.0016884725532351208,3762940000
2020-02-12,GSPC,3370.5,3381.469970703125,3369.719970703125,3379.449951171875,3379.449951171875,0.006462646466197652,3930910000
2020-02-13,GSPC,3365.89990234375,3385.090087890625,3360.52001953125,3373.93994140625,3373.93994140625,-0.0016304457368023773,3500890000
2020-02-14,GSPC,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,3380.159912109375,0.0018435333204338544,3419700000
2020-02-18,GSPC,3369.0400390625,3375.010009765625,3355.610107421875,3370.2900390625,3370.2900390625,-0.002919942636890105,3750400000
2020-02-19,GSPC,3380.389892578125,3393.52001953125,3378.830078125,3386.14990234375,3386.14990234375,0.004705785881164548,3614200000
2020-02-20,GSPC,3380.449951171875,3389.14990234375,3341.02001953125,3373.22998046875,3373.22998046875,-0.00381551976362815,4019180000
2020-02-21,GSPC,3360.5,3360.760009765625,3328.449951171875,3337.75,3337.75,-0.01051810302712286,3908780000
2020-02-24,GSPC,3257.610107421875,3259.81005859375,3214.64990234375,3225.889892578125,3225.889892578125,-0.03351362667122315,4851160000
2020-02-25,GSPC,3238.93994140625,3246.989990234375,3118.77001953125,3128.2099609375,3128.2099609375,-0.030279995565056117,5596760000
2020-02-26,GSPC,3139.89990234375,3182.510009765625,3108.989990234375,3116.389892578125,3116.389892578125,-0.0037785406053220116,5484650000
2020-02-27,GSPC,3062.5400390625,3097.070068359375,2977.389892578125,2978.760009765625,2978.760009765625,-0.04416324258407911,7064710000
2020-02-28,GSPC,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,2954.219970703125,-0.008238340444361891,8569570000
2020-03-02,GSPC,2974.280029296875,3090.9599609375,2945.18994140625,3090.22998046875,3090.22998046875,0.046039229006110016,6381330000
2020-03-03,GSPC,3096.4599609375,3136.719970703125,2976.6298828125,3003.3701171875,3003.3701171875,-0.028107896121075893,6376510000
2020-03-04,GSPC,3045.75,3130.969970703125,3034.3798828125,3130.1201171875,3130.1201171875,0.04220259077449118,5073020000
2020-03-05,GSPC,3075.699951171875,3083.0400390625,2999.830078125,3023.93994140625,3023.93994140625,-0.033922077046888544,5579290000
2020-03-06,GSPC,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,2972.3701171875,-0.01705385200037013,6555240000
2020-03-09,GSPC,2863.889892578125,2863.889892578125,2734.429931640625,2746.56005859375,2746.56005859375,-0.07596969747745097,8441290000
2020-03-10,GSPC,2813.47998046875,2882.590087890625,2734.0,2882.22998046875,2882.22998046875,0.04939630628156144,7642040000
2020-03-11,GSPC,2825.60009765625,2825.60009765625,2707.219970703125,2741.3798828125,2741.3798828125,-0.048868445131273974,7431200000
2020-03-12,GSPC,2630.860107421875,2660.949951171875,2478.860107421875,2480.639892578125,2480.639892578125,-0.09511268097833658,8850810000
2020-03-13,GSPC,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,2711.02001953125,0.09287124972971839,8299070000
2020-03-16,GSPC,2508.590087890625,2562.97998046875,2380.93994140625,2386.1298828125,2386.1298828125,-0.11984055240393443,7805450000
2020-03-17,GSPC,2425.659912109375,2553.929931640625,2367.0400390625,2529.18994140625,2529.18994140625,0.05995484974402432,8370250000
2020-03-18,GSPC,2436.5,2453.570068359375,2280.52001953125,2398.10009765625,2398.10009765625,-0.051830762729157875,8799300000
2020-03-19,GSPC,2393.47998046875,2466.969970703125,2319.780029296875,2409.389892578125,2409.389892578125,0.0047078080405855705,7956100000
2020-03-20,GSPC,2431.93994140625,2453.010009765625,2295.56005859375,2304.919921875,2304.919921875,-0.04335951230846191,9053950000
2020-03-23,GSPC,2290.7099609375,2300.72998046875,2191.860107421875,2237.39990234375,2237.39990234375,-0.02929386782180443,7411380000
2020-03-24,GSPC,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,2447.330078125,0.09382773976227554,7563150000
2020-03-25,GSPC,2457.77001953125,2571.419921875,2407.530029296875,2475.56005859375,2475.56005859375,0.011535011448221999,8300010000
2020-03-26,GSPC,2501.2900390625,2637.010009765625,2500.719970703125,2630.070068359375,2630.070068359375,0.062414163303876835,7766990000
2020-03-27,GSPC,2555.8701171875,2615.909912109375,2520.02001953125,2541.469970703125,2541.469970703125,-0.033687352562252526,6201670000
2020-03-30,GSPC,2558.97998046875,2631.800048828125,2545.280029296875,2626.64990234375,2626.64990234375,0.03351600948370015,5751120000
2020-03-31,GSPC,2614.68994140625,2641.389892578125,2571.14990234375,2584.590087890625,2584.590087890625,-0.016012721914555605,6576210000
2020-04-01,GSPC,2498.080078125,2522.75,2447.489990234375,2470.5,2470.5,-0.04414243033166543,5964000000
2020-04-02,GSPC,2458.5400390625,2533.219970703125,2455.7900390625,2526.89990234375,2526.89990234375,0.02282934723487151,6464190000
2020-04-03,GSPC,2514.919921875,2538.179931640625,2459.9599609375,2488.64990234375,2488.64990234375,-0.015137125124949469,6096970000
2020-04-06,GSPC,2578.280029296875,2676.85009765625,2574.570068359375,2663.679931640625,2663.679931640625,0.07033131865275055,6403840000
2020-04-07,GSPC,2738.64990234375,2756.889892578125,2657.669921875,2659.409912109375,2659.409912109375,-0.0016030527844311804,7050410000
2020-04-08,GSPC,2685.0,2760.75,2663.300048828125,2749.97998046875,2749.97998046875,0.03405645287963033,5875710000
2020-04-09,GSPC,2776.989990234375,2818.570068359375,2762.360107421875,2789.820068359375,2789.820068359375,0.014487410153376512,7899550000
2020-04-13,GSPC,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,2761.6298828125,-0.010104660822607414,5319530000
2020-04-14,GSPC,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,2846.06005859375,0.030572589146256046,5615730000
2020-04-15,GSPC,2795.639892578125,2801.8798828125,2761.5400390625,2783.360107421875,2783.360107421875,-0.022030438529415775,5208000000
2020-04-16,GSPC,2799.340087890625,2806.510009765625,2764.320068359375,2799.550048828125,2799.550048828125,0.005816689462164515,5228810000
2020-04-17,GSPC,2842.429931640625,2879.219970703125,2830.8798828125,2874.56005859375,2874.56005859375,0.026793594848223412,5804810000
2020-04-20,GSPC,2845.6201171875,2868.97998046875,2820.429931640625,2823.159912109375,2823.159912109375,-0.01788104803401469,5228630000
2020-04-21,GSPC,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,2736.56005859375,-0.030674795694063395,5121010000
2020-04-22,GSPC,2787.889892578125,2815.10009765625,2775.949951171875,2799.31005859375,2799.31005859375,0.022930247703843776,5084920000
2020-04-23,GSPC,2810.419921875,2844.89990234375,2794.260009765625,2797.800048828125,2797.800048828125,-0.0005394221197431159,5773530000
2020-04-24,GSPC,2812.639892578125,2842.7099609375,2791.760009765625,2836.739990234375,2836.739990234375,0.013918057304545428,5382810000
2020-04-27,GSPC,2854.64990234375,2887.719970703125,2852.889892578125,2878.47998046875,2878.47998046875,0.014714069804799612,5203930000
2020-04-28,GSPC,2909.9599609375,2921.14990234375,2860.7099609375,2863.389892578125,2863.389892578125,-0.005242380698498916,5691160000
2020-04-29,GSPC,2918.4599609375,2954.860107421875,2912.159912109375,2939.510009765625,2939.510009765625,0.026583916282167053,6645640000
2020-04-30,GSPC,2930.909912109375,2930.909912109375,2892.469970703125,2912.429931640625,2912.429931640625,-0.009212446303987654,6544980000
2020-05-01,GSPC,2869.090087890625,2869.090087890625,2821.610107421875,2830.7099609375,2830.7099609375,-0.028059034078492195,4759810000
2020-05-04,GSPC,2815.010009765625,2844.239990234375,2797.85009765625,2842.739990234375,2842.739990234375,0.004249827591976452,4735930000
2020-05-05,GSPC,2868.8798828125,2898.22998046875,2863.550048828125,2868.43994140625,2868.43994140625,0.009040556385797371,5140290000
2020-05-06,GSPC,2883.139892578125,2891.110107421875,2847.64990234375,2848.419921875,2848.419921875,-0.006979410390386298,4892570000
2020-05-07,GSPC,2878.260009765625,2901.919921875,2876.47998046875,2881.18994140625,2881.18994140625,0.011504630788313985,5178790000
2020-05-08,GSPC,2908.830078125,2932.159912109375,2902.8798828125,2929.800048828125,2929.800048828125,0.016871538638701944,4876030000
2020-05-11,GSPC,2915.4599609375,2944.25,2903.43994140625,2930.18994140625,2930.18994140625,0.00013307822091168653,4819730000
2020-05-12,GSPC,2939.5,2945.820068359375,2869.590087890625,2870.1201171875,2870.1201171875,-0.020500317528877154,5119630000
2020-05-13,GSPC,2865.860107421875,2874.139892578125,2793.14990234375,2820.0,2820.0,-0.01746272460422804,6151650000
2020-05-14,GSPC,2794.5400390625,2852.800048828125,2766.639892578125,2852.5,2852.5,0.01152482269503552,5651130000
2020-05-15,GSPC,2829.949951171875,2865.010009765625,2816.780029296875,2863.699951171875,2863.699951171875,0.0039263632504382695,5507700000
2020-05-18,GSPC,2913.860107421875,2968.090087890625,2913.860107421875,2953.909912109375,2953.909912109375,0.03150119163168075,6373670000
2020-05-19,GSPC,2948.590087890625,2964.2099609375,2922.35009765625,2922.93994140625,2922.93994140625,-0.010484399194493177,4984330000
2020-05-20,GSPC,2953.6298828125,2980.2900390625,2953.6298828125,2971.610107421875,2971.610107421875,0.01665110025908012,5005380000
2020-05-21,GSPC,2969.949951171875,2978.5,2938.570068359375,2948.510009765625,2948.510009765625,-0.007773596407737116,4976620000
2020-05-22,GSPC,2948.050048828125,2956.760009765625,2933.590087890625,2955.449951171875,2955.449951171875,0.002353711326488428,3970860000
2020-05-26,GSPC,3004.080078125,3021.719970703125,2988.169921875,2991.77001953125,2991.77001953125,0.012289184036080147,5848500000
2020-05-27,GSPC,3015.64990234375,3036.25,2969.75,3036.1298828125,3036.1298828125,0.014827297215913804,6398000000
2020-05-28,GSPC,3046.610107421875,3068.669921875,3023.39990234375,3029.72998046875,3029.72998046875,-0.0021079145460738413,5447020000
